VehicleMake,VehicleModel,Total,PASS,PASS %,FAIL,FAIL %,Vehicle and Safety Equipment,Vehicle and Safety Equipment %,Lighting and Electrical,Lighting and Electrical %,Steering and Suspension,Steering and Suspension %,Braking Equipment,Braking Equipment %,Wheels and Tyres,Wheels and Tyres %,"Engine, Noise and Exhaust","Engine, Noise and Exhaust %",Chassis and Body,Chassis and Body %,Side Slip Test,Side Slip Test %,Suspension Test,Suspension Test %,Light test,Light test %,Brake Test,Brake Test %,Emmissions,Emmissions %,OTHER,OTHER %,Incompletable,Incompletable %
CITROEN,DS3,124,91,73.39,33,26.61,11,8.87,14,11.29,3,2.42,3,2.42,4,3.23,3,2.42,1,0.81,4,3.23,0,0,6,4.84,1,0.81,0,0,0,0,0,0
CITROEN,DS4,112,93,83.04,19,16.96,5,4.46,4,3.57,1,0.89,1,0.89,9,8.04,0,0,1,0.89,2,1.79,1,0.89,4,3.57,1,0.89,0,0,0,0,0,0
CITROEN,DS5,76,49,64.47,27,35.53,6,7.89,1,1.32,2,2.63,0,0,18,23.68,0,0,0,0,4,5.26,1,1.32,0,0,0,0,1,1.32,0,0,1,1.32
CITROEN,NEMO,17,8,47.06,9,52.94,2,11.76,5,29.41,5,29.41,0,0,1,5.88,0,0,0,0,1,5.88,4,23.53,0,0,0,0,0,0,0,0,0,0
CITROEN,NEW C5,10,9,90,1,10,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITROEN,OTHER,690,241,34.93,449,65.07,107,15.51,217,31.45,167,24.2,53,7.68,130,18.84,35,5.07,38,5.51,118,17.1,43,6.23,53,7.68,69,10,27,3.91,2,0.29,0,0
CITROEN,PICASSO,685,244,35.62,441,64.38,99,14.45,212,30.95,187,27.3,45,6.57,128,18.69,62,9.05,24,3.5,147,21.46,24,3.5,40,5.84,55,8.03,50,7.3,2,0.29,0,0
CITROEN,SAXO,874,253,28.95,621,71.05,171,19.57,269,30.78,221,25.29,99,11.33,132,15.1,147,16.82,110,12.59,164,18.76,20,2.29,75,8.58,217,24.83,173,19.79,9,1.03,0,0
CITROEN,SYNERGIE,24,4,16.67,20,83.33,4,16.67,8,33.33,10,41.67,7,29.17,3,12.5,6,25,5,20.83,12,50,2,8.33,3,12.5,8,33.33,3,12.5,0,0,0,0
CITROEN,XANTIA,201,67,33.33,134,66.67,26,12.94,50,24.88,64,31.84,36,17.91,32,15.92,14,6.97,22,10.95,47,23.38,18,8.96,19,9.45,45,22.39,20,9.95,1,0.5,0,0
CITROEN,XM,14,2,14.29,12,85.71,5,35.71,4,28.57,6,42.86,2,14.29,1,7.14,0,0,4,28.57,4,28.57,2,14.29,2,14.29,2,14.29,1,7.14,0,0,0,0
CITROEN,XSARA,3027,1081,35.71,1946,64.29,478,15.79,833,27.52,723,23.89,327,10.8,562,18.57,305,10.08,175,5.78,594,19.62,98,3.24,239,7.9,359,11.86,346,11.43,15,0.5,2,0.07
CITROEN,XSARA PICASSO,305,112,36.72,193,63.28,18,5.9,97,31.8,56,18.36,13,4.26,71,23.28,38,12.46,13,4.26,46,15.08,5,1.64,21,6.89,17,5.57,26,8.52,2,0.66,0,0
CITROEN,ZX,35,12,34.29,23,65.71,10,28.57,8,22.86,2,5.71,4,11.43,7,20,5,14.29,7,20,1,2.86,3,8.57,1,2.86,9,25.71,3,8.57,1,2.86,0,0
DACIA,DUSTER,34,31,91.18,3,8.82,3,8.82,1,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.88,0,0,0,0,0,0,0,0
DACIA,LOGAN,25,21,84,4,16,1,4,1,4,0,0,1,4,1,4,0,0,0,0,0,0,0,0,1,4,1,4,0,0,0,0,0,0
DACIA,OTHER,38,28,73.68,10,26.32,2,5.26,7,18.42,0,0,1,2.63,0,0,0,0,0,0,0,0,0,0,1,2.63,1,2.63,1,2.63,0,0,0,0
DACIA,SANDERO,42,33,78.57,9,21.43,3,7.14,5,11.9,0,0,0,0,1,2.38,0,0,0,0,0,0,0,0,4,9.52,0,0,0,0,0,0,0,0
DAEWOO,KALOS,1343,378,28.15,965,71.85,248,18.47,251,18.69,295,21.97,249,18.54,211,15.71,83,6.18,371,27.62,254,18.91,29,2.16,75,5.58,397,29.56,77,5.73,3,0.22,0,0
DAEWOO,LACETTI,130,49,37.69,81,62.31,16,12.31,21,16.15,11,8.46,35,26.92,14,10.77,6,4.62,18,13.85,4,3.08,6,4.62,6,4.62,40,30.77,7,5.38,1,0.77,0,0
DAEWOO,LANOS,834,255,30.58,579,69.42,182,21.82,224,26.86,182,21.82,205,24.58,152,18.23,42,5.04,132,15.83,133,15.95,51,6.12,35,4.2,235,28.18,65,7.79,4,0.48,0,0
DAEWOO,MATIZ,522,118,22.61,404,77.39,102,19.54,128,24.52,95,18.2,115,22.03,117,22.41,95,18.2,139,26.63,86,16.48,15,2.87,56,10.73,166,31.8,81,15.52,6,1.15,0,0
DAEWOO,NUBIRA,247,74,29.96,173,70.04,28,11.34,62,25.1,37,14.98,72,29.15,39,15.79,33,13.36,54,21.86,21,8.5,11,4.45,19,7.69,90,36.44,17,6.88,1,0.4,0,0
DAEWOO,OTHER,19,4,21.05,15,78.95,7,36.84,7,36.84,5,26.32,6,31.58,6,31.58,5,26.32,5,26.32,5,26.32,0,0,1,5.26,7,36.84,2,10.53,0,0,0,0
DAEWOO,REXTON,24,5,20.83,19,79.17,8,33.33,11,45.83,10,41.67,4,16.67,9,37.5,3,12.5,2,8.33,8,33.33,1,4.17,3,12.5,6,25,3,12.5,1,4.17,0,0
DAEWOO,TACUMA,53,18,33.96,35,66.04,7,13.21,10,18.87,9,16.98,18,33.96,6,11.32,0,0,8,15.09,4,7.55,3,5.66,3,5.66,20,37.74,5,9.43,0,0,0,0
DAIHATSU,CHARADE,284,146,51.41,138,48.59,27,9.51,40,14.08,25,8.8,16,5.63,41,14.44,30,10.56,19,6.69,20,7.04,10,3.52,14,4.93,24,8.45,29,10.21,2,0.7,0,0
DAIHATSU,COPEN,27,16,59.26,11,40.74,2,7.41,2,7.41,1,3.7,2,7.41,0,0,1,3.7,5,18.52,0,0,1,3.7,0,0,2,7.41,3,11.11,0,0,0,0
DAIHATSU,CUORE,193,59,30.57,134,69.43,22,11.4,32,16.58,31,16.06,16,8.29,28,14.51,42,21.76,52,26.94,31,16.06,4,2.07,4,2.07,28,14.51,30,15.54,0,0,0,0
DAIHATSU,OTHER,95,35,36.84,60,63.16,26,27.37,21,22.11,4,4.21,7,7.37,8,8.42,7,7.37,18,18.95,1,1.05,6,6.32,8,8.42,11,11.58,21,22.11,0,0,0,0
DAIHATSU,SIRION,643,346,53.81,297,46.19,58,9.02,97,15.09,47,7.31,45,7,73,11.35,48,7.46,64,9.95,25,3.89,4,0.62,28,4.35,62,9.64,80,12.44,6,0.93,0,0
DAIHATSU,TERIOS,1484,743,50.07,741,49.93,181,12.2,268,18.06,136,9.16,91,6.13,113,7.61,110,7.41,259,17.45,126,8.49,31,2.09,28,1.89,116,7.82,183,12.33,3,0.2,4,0.27
DAIHATSU,YRV,16,7,43.75,9,56.25,2,12.5,3,18.75,2,12.5,1,6.25,4,25,3,18.75,4,25,3,18.75,2,12.5,0,0,1,6.25,1,6.25,0,0,0,0
DAIMLER,OTHER,52,22,42.31,30,57.69,6,11.54,12,23.08,7,13.46,2,3.85,9,17.31,2,3.85,9,17.31,4,7.69,2,3.85,3,5.77,7,13.46,5,9.62,3,5.77,0,0
DE LOREAN,OTHER,7,6,85.71,1,14.29,1,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DODGE,AVENGER,11,0,0,11,100,6,54.55,5,45.45,4,36.36,2,18.18,2,18.18,0,0,0,0,4,36.36,0,0,2,18.18,3,27.27,2,18.18,0,0,0,0
DODGE,CALIBER,124,38,30.65,86,69.35,13,10.48,44,35.48,59,47.58,9,7.26,21,16.94,4,3.23,4,3.23,56,45.16,13,10.48,9,7.26,12,9.68,6,4.84,1,0.81,0,0
DODGE,JOURNEY,36,9,25,27,75,20,55.56,11,30.56,11,30.56,2,5.56,5,13.89,1,2.78,0,0,12,33.33,0,0,2,5.56,3,8.33,2,5.56,1,2.78,0,0
DODGE,OTHER,11,2,18.18,9,81.82,4,36.36,6,54.55,0,0,1,9.09,0,0,0,0,0,0,0,0,0,0,2,18.18,3,27.27,0,0,0,0,0,0
FERRARI,360,8,6,75,2,25,1,12.5,0,0,0,0,0,0,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,0,0,0,0
FERRARI,OTHER,36,22,61.11,14,38.89,5,13.89,3,8.33,4,11.11,1,2.78,2,5.56,1,2.78,0,0,3,8.33,0,0,4,11.11,1,2.78,4,11.11,0,0,0,0
FIAT,126,8,1,12.5,7,87.5,2,25,5,62.5,0,0,0,0,1,12.5,0,0,5,62.5,0,0,0,0,2,25,1,12.5,0,0,0,0,0,0
FIAT,500,966,557,57.66,409,42.34,63,6.52,82,8.49,96,9.94,21,2.17,248,25.67,13,1.35,6,0.62,59,6.11,60,6.21,49,5.07,37,3.83,21,2.17,7,0.72,0,0
FIAT,500C,6,1,16.67,5,83.33,1,16.67,1,16.67,1,16.67,0,0,4,66.67,0,0,1,16.67,1,16.67,0,0,2,33.33,0,0,0,0,0,0,0,0
FIAT,BARCHETTA,6,1,16.67,5,83.33,1,16.67,2,33.33,1,16.67,0,0,2,33.33,1,16.67,2,33.33,1,16.67,0,0,0,0,1,16.67,1,16.67,0,0,0,0
FIAT,BRAVA,151,27,17.88,124,82.12,22,14.57,40,26.49,39,25.83,49,32.45,28,18.54,14,9.27,43,28.48,31,20.53,10,6.62,9,5.96,53,35.1,31,20.53,0,0,0,0
FIAT,BRAVO,639,347,54.3,292,45.7,53,8.29,76,11.89,75,11.74,38,5.95,109,17.06,26,4.07,14,2.19,53,8.29,33,5.16,26,4.07,60,9.39,39,6.1,2,0.31,0,0
FIAT,CINQUECENTO,143,53,37.06,90,62.94,29,20.28,36,25.17,11,7.69,21,14.69,17,11.89,21,14.69,26,18.18,9,6.29,5,3.5,12,8.39,28,19.58,15,10.49,0,0,1,0.7
FIAT,COUPE,28,10,35.71,18,64.29,2,7.14,6,21.43,11,39.29,7,25,1,3.57,2,7.14,4,14.29,8,28.57,4,14.29,4,14.29,6,21.43,0,0,0,0,0,0
FIAT,CROMA,69,29,42.03,40,57.97,9,13.04,11,15.94,30,43.48,3,4.35,14,20.29,1,1.45,2,2.9,15,21.74,19,27.54,9,13.04,4,5.8,3,4.35,0,0,0,0
FIAT,DOBLO,815,376,46.13,439,53.87,94,11.53,123,15.09,169,20.74,29,3.56,91,11.17,44,5.4,17,2.09,117,14.36,67,8.22,84,10.31,38,4.66,70,8.59,0,0,17,2.09
FIAT,GRANDE PUNTO,2732,1519,55.6,1213,44.4,346,12.66,443,16.22,294,10.76,58,2.12,249,9.11,70,2.56,60,2.2,149,5.45,179,6.55,214,7.83,133,4.87,106,3.88,9,0.33,0,0
FIAT,IDEA,220,95,43.18,125,56.82,32,14.55,34,15.45,34,15.45,13,5.91,37,16.82,36,16.36,18,8.18,28,12.73,15,6.82,15,6.82,19,8.64,11,5,1,0.45,0,0
FIAT,MAREA,80,22,27.5,58,72.5,17,21.25,22,27.5,16,20,16,20,11,13.75,9,11.25,16,20,16,20,2,2.5,7,8.75,22,27.5,9,11.25,1,1.25,0,0
FIAT,MULTIPLA,293,67,22.87,226,77.13,54,18.43,94,32.08,127,43.34,51,17.41,64,21.84,45,15.36,19,6.48,107,36.52,40,13.65,21,7.17,81,27.65,43,14.68,2,0.68,0,0
FIAT,OTHER,126,43,34.13,83,65.87,19,15.08,27,21.43,36,28.57,16,12.7,19,15.08,11,8.73,14,11.11,27,21.43,8,6.35,10,7.94,18,14.29,16,12.7,1,0.79,1,0.79
FIAT,PANDA,3014,1689,56.04,1325,43.96,252,8.36,389,12.91,436,14.47,76,2.52,394,13.07,69,2.29,44,1.46,348,11.55,127,4.21,110,3.65,285,9.46,98,3.25,17,0.56,1,0.03
FIAT,PUNTO,10610,3819,35.99,6791,64.01,1910,18,2332,21.98,1682,15.85,968,9.12,1651,15.56,1195,11.26,1922,18.11,786,7.41,821,7.74,925,8.72,1505,14.18,1319,12.43,55,0.52,3,0.03
FIAT,PUNTO EVO,13,10,76.92,3,23.08,0,0,1,7.69,0,0,0,0,0,0,0,0,0,0,1,7.69,0,0,1,7.69,0,0,0,0,0,0,0,0
FIAT,QUBO,80,52,65,28,35,6,7.5,1,1.25,7,8.75,1,1.25,7,8.75,1,1.25,0,0,3,3.75,11,13.75,1,1.25,0,0,1,1.25,0,0,1,1.25
FIAT,SCUDO,514,156,30.35,358,69.65,100,19.46,161,31.32,152,29.57,59,11.48,91,17.7,103,20.04,52,10.12,148,28.79,19,3.7,44,8.56,75,14.59,52,10.12,1,0.19,1,0.19
FIAT,SEDICI,151,95,62.91,56,37.09,5,3.31,15,9.93,23,15.23,6,3.97,6,3.97,5,3.31,3,1.99,21,13.91,16,10.6,1,0.66,6,3.97,1,0.66,0,0,0,0
FIAT,SEICENTO,1216,405,33.31,811,66.69,197,16.2,343,28.21,69,5.67,260,21.38,147,12.09,120,9.87,93,7.65,65,5.35,43,3.54,128,10.53,384,31.58,100,8.22,10,0.82,2,0.16
FIAT,STILO,1703,502,29.48,1201,70.52,298,17.5,534,31.36,518,30.42,143,8.4,374,21.96,228,13.39,45,2.64,415,24.37,153,8.98,358,21.02,195,11.45,187,10.98,12,0.7,1,0.06
FIAT,TIPO,7,1,14.29,6,85.71,1,14.29,0,0,2,28.57,0,0,0,0,2,28.57,1,14.29,2,28.57,0,0,0,0,4,57.14,0,0,0,0,0,0
FIAT,ULYSSE,57,23,40.35,34,59.65,12,21.05,13,22.81,11,19.3,6,10.53,9,15.79,9,15.79,2,3.51,13,22.81,3,5.26,0,0,10,17.54,1,1.75,0,0,0,0
FIAT,UNO,13,2,15.38,11,84.62,3,23.08,3,23.08,3,23.08,1,7.69,2,15.38,0,0,8,61.54,2,15.38,0,0,2,15.38,2,15.38,1,7.69,0,0,0,0
FORD,B-MAX,73,61,83.56,12,16.44,1,1.37,4,5.48,2,2.74,1,1.37,1,1.37,0,0,0,0,2,2.74,0,0,0,0,1,1.37,3,4.11,0,0,0,0
FORD,C MAX,1096,777,70.89,319,29.11,49,4.47,80,7.3,77,7.03,11,1,87,7.94,32,2.92,6,0.55,60,5.47,10,0.91,68,6.2,12,1.09,40,3.65,3,0.27,0,0
FORD,CAPRI,57,20,35.09,37,64.91,12,21.05,11,19.3,10,17.54,8,14.04,8,14.04,2,3.51,16,28.07,10,17.54,4,7.02,9,15.79,12,21.05,7,12.28,0,0,0,0
FORD,CORTINA,21,10,47.62,11,52.38,3,14.29,6,28.57,2,9.52,0,0,2,9.52,1,4.76,3,14.29,3,14.29,0,0,0,0,5,23.81,2,9.52,0,0,0,0
FORD,COUGAR,33,12,36.36,21,63.64,3,9.09,6,18.18,6,18.18,8,24.24,5,15.15,0,0,5,15.15,2,6.06,3,9.09,1,3.03,10,30.3,3,9.09,0,0,0,0
FORD,ESCORT,599,187,31.22,412,68.78,94,15.69,95,15.86,115,19.2,63,10.52,83,13.86,80,13.36,231,38.56,88,14.69,44,7.35,17,2.84,114,19.03,92,15.36,3,0.5,2,0.33
FORD,ESCORT RS TURBO,10,7,70,3,30,1,10,1,10,2,20,1,10,1,10,1,10,1,10,1,10,0,0,1,10,1,10,1,10,2,20,0,0
FORD,FIESTA,36153,18229,50.42,17924,49.58,3405,9.42,6732,18.62,4062,11.24,3971,10.98,5224,14.45,1918,5.31,4362,12.07,2405,6.65,1955,5.41,1555,4.3,5101,14.11,1467,4.06,122,0.34,6,0.02
FORD,FIESTA 1.25 ZETEC,8,7,87.5,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,0,0,0,0,0,0,0,0,0,0
FORD,FIESTA ARGENTO 1.25,1182,675,57.11,507,42.89,95,8.04,213,18.02,118,9.98,112,9.48,152,12.86,37,3.13,83,7.02,84,7.11,54,4.57,55,4.65,119,10.07,30,2.54,2,0.17,0,0
FORD,FOCUS,83832,38088,45.43,45744,54.57,7840,9.35,17243,20.57,15038,17.94,5695,6.79,12908,15.4,3053,3.64,6652,7.93,12190,14.54,4682,5.58,7997,9.54,8385,10,5492,6.55,350,0.42,32,0.04
FORD,FOCUS C-MAX,1057,455,43.05,602,56.95,82,7.76,175,16.56,250,23.65,36,3.41,169,15.99,71,6.72,17,1.61,184,17.41,98,9.27,138,13.06,48,4.54,84,7.95,1,0.09,0,0
FORD,FUSION,2665,1201,45.07,1464,54.93,293,10.99,754,28.29,194,7.28,250,9.38,482,18.09,103,3.86,78,2.93,114,4.28,147,5.52,131,4.92,287,10.77,181,6.79,6,0.23,0,0
FORD,GALAXY,6833,2573,37.66,4260,62.34,1018,14.9,1753,25.65,1551,22.7,955,13.98,1072,15.69,903,13.22,620,9.07,1231,18.02,439,6.42,634,9.28,1145,16.76,736,10.77,19,0.28,4,0.06
FORD,GRANADA,34,20,58.82,14,41.18,5,14.71,3,8.82,5,14.71,1,2.94,1,2.94,1,2.94,8,23.53,2,5.88,1,2.94,3,8.82,4,11.76,1,2.94,0,0,0,0
FORD,GRAND C-MAX,303,223,73.6,80,26.4,19,6.27,13,4.29,5,1.65,3,0.99,31,10.23,9,2.97,2,0.66,6,1.98,0,0,9,2.97,6,1.98,3,0.99,0,0,0,0
