VehicleMake,VehicleModel,Total,PASS,PASS %,FAIL,FAIL %,Vehicle and Safety Equipment,Vehicle and Safety Equipment %,Lighting and Electrical,Lighting and Electrical %,Steering and Suspension,Steering and Suspension %,Braking Equipment,Braking Equipment %,Wheels and Tyres,Wheels and Tyres %,"Engine, Noise and Exhaust","Engine, Noise and Exhaust %",Chassis and Body,Chassis and Body %,Side Slip Test,Side Slip Test %,Suspension Test,Suspension Test %,Light test,Light test %,Brake Test,Brake Test %,Emmissions,Emmissions %,OTHER,OTHER %,Incompletable,Incompletable %
BMW,318 E46 1.9I 4DR,1,0,0,1,100,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0
BMW,318 E46 1.9I 4DR A,2,0,0,2,50,1,25,0,0,0,0,1,25,0,0,0,0,1,25,0,0,0,0,0,0,1,25,0,0,0,0,0,0
BMW,318 E46 1.9I SE 4DR,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,318 E46 2.0 CI M SPORT 2DR,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
BMW,318 E90 D ES 4DR,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,318 E90 D SE 4DR,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,318 IS,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,318D EDITION M SPORT,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,318I,96,36,1,60,4,9,0,18,0,14,0,13,0,17,2,2,0,2,0,12,1,4,0,7,0,17,1,4,0,2,0,0,0
BMW,318I SE,49,33,3,16,0,1,0,3,0,5,0,1,0,6,0,0,0,0,0,6,0,4,0,3,0,2,0,0,0,0,0,0,0
BMW,320,12183,5348,0,6835,0,1370,0,2351,0,2650,0,1870,0,1896,0,296,0,335,0,2069,0,1244,0,967,0,2372,0,399,0,138,0,5,0
BMW,320 (E46) D ES 150BHP 4DR,1,0,0,1,100,1,100,0,0,1,100,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
BMW,320 (E46) SE 150BHP,2,1,25,1,25,0,0,0,0,1,25,0,0,0,0,0,0,0,0,1,25,0,0,1,25,0,0,0,0,0,0,0,0
BMW,320 (E90) I 4DR,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,320 D E46 SE 150BHP,3,1,16,2,50,1,16,0,0,1,33,0,0,0,0,0,0,0,0,1,33,0,0,0,0,1,16,0,0,1,16,0,0
BMW,320D SE 150 BHP,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
BMW,325,613,329,1,284,2,45,0,97,0,90,0,67,0,76,0,11,0,21,0,67,0,39,0,44,0,78,0,9,0,5,0,2,0
BMW,328,16,8,21,8,21,1,6,4,11,3,14,4,17,1,6,0,0,1,6,3,8,2,12,2,7,3,10,0,0,0,0,0,0
BMW,330,257,120,2,137,2,25,0,48,0,49,1,35,0,48,0,6,0,9,0,35,0,19,0,20,0,44,0,5,0,1,0,0,0
BMW,330 D E46 SPORT TOURING 5DR A,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
BMW,335,120,82,4,38,1,5,0,10,0,15,0,1,0,14,0,1,0,0,0,11,0,5,0,6,0,1,0,0,0,0,0,0,0
BMW,335I,8,5,19,3,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0,0,1,1,0,0,0,0
BMW,518,11,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,520,14154,8306,0,5848,0,1111,0,1587,0,2270,0,993,0,1836,0,211,0,109,0,2018,0,334,0,645,0,1134,0,204,0,71,0,7,0
BMW,520 D E60 M SPORT 4DR,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,520 D E60 SE 4DR,2,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
BMW,520 D E60 SPORT 04DR,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
BMW,520 I E39 SE 4DR,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0
BMW,523,604,299,1,305,0,66,0,109,0,83,0,77,0,89,0,4,0,5,0,59,0,9,0,43,0,79,0,13,0,5,0,0,0
BMW,525,1351,557,0,794,0,192,0,274,0,350,0,229,0,216,0,32,0,29,0,328,0,53,0,99,0,269,0,38,0,7,0,0,0
BMW,525D SPORT,1,0,0,1,100,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0
BMW,525I SPORT,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,528,17,6,17,11,30,0,0,4,10,4,11,1,1,3,10,1,2,3,8,3,8,2,5,1,2,2,2,0,0,0,0,0,0
BMW,530,894,425,0,469,0,114,0,179,0,225,0,122,0,145,0,12,0,14,0,205,0,44,0,67,0,151,0,15,0,9,0,0,0
BMW,535,275,134,3,141,2,28,0,50,0,47,0,27,0,49,0,3,0,1,0,48,0,6,0,22,0,31,0,3,0,2,0,0,0
BMW,545,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
BMW,550,6,3,30,3,19,1,5,1,5,1,8,0,0,1,5,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
BMW,630,295,155,1,140,0,17,0,40,0,30,0,10,0,73,0,6,0,1,0,29,0,3,0,20,0,13,0,2,0,3,0,0,0
BMW,635,58,36,8,22,7,8,2,5,1,12,2,0,0,7,1,1,0,1,1,10,2,0,0,1,1,1,0,0,0,0,0,0,0
BMW,640,87,65,2,22,1,2,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
BMW,645,91,48,1,43,1,7,0,16,0,8,0,2,0,21,0,2,0,1,0,6,0,0,0,7,0,3,0,1,0,2,0,0,0
BMW,650,30,21,7,9,2,0,0,2,0,4,1,0,0,3,0,1,0,0,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0
BMW,650 I SPORT 2DR,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,728,3,0,0,3,33,1,11,0,0,3,33,0,0,0,0,1,11,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0
BMW,730,540,264,1,276,1,52,0,91,0,114,0,38,0,103,0,9,0,6,0,117,0,25,0,19,0,47,0,2,0,5,0,0,0
BMW,740,45,23,18,22,16,3,3,8,6,12,9,3,1,10,8,3,2,0,0,11,8,1,0,0,0,7,7,0,0,0,0,0,0
BMW,745,1,0,0,1,100,0,0,1,100,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
BMW,750,21,10,8,11,10,4,5,2,5,2,0,1,0,5,7,1,0,0,0,3,5,0,0,3,5,3,1,3,1,0,0,0,0
BMW,750 I E65 4DR A,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,760,10,5,25,5,25,0,0,1,5,2,7,4,22,1,5,1,5,0,0,2,7,1,5,0,0,4,22,1,5,0,0,0,0
BMW,840,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,M135,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,M3,211,99,4,112,6,26,1,52,2,26,2,34,1,21,0,6,0,8,0,25,2,14,0,20,2,33,1,10,0,2,0,0,0
BMW,M5,48,33,9,15,11,2,0,4,2,5,4,4,4,5,2,3,2,0,0,5,4,1,1,0,0,4,4,2,1,0,0,0,0
BMW,M6,10,7,12,3,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0
BMW,OTHER,9113,3146,0,5967,0,1334,0,2215,0,2334,0,1973,0,1452,0,481,0,380,0,1902,0,694,0,786,0,2447,0,452,0,69,0,2,0
BMW,X1,459,365,0,94,0,18,0,25,0,14,0,3,0,33,0,0,0,0,0,14,0,1,0,24,0,5,0,0,0,1,0,1,0
BMW,X3,1035,641,0,394,0,74,0,118,0,117,0,15,0,92,0,25,0,6,0,49,0,106,0,64,0,20,0,16,0,1,0,3,0
BMW,X3 2.0D SE 5DR,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMW,X5,1525,644,0,881,0,218,0,325,0,244,0,145,0,231,0,140,0,22,0,250,0,44,0,78,0,256,0,20,0,10,0,9,0
BMW,X5 3.0D SPORT 5DR,1,0,0,1,100,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0
BMW,X5 E53 3.0D SPORT 5DR,2,0,0,2,50,0,0,0,0,0,0,0,0,1,25,1,25,0,0,0,0,1,25,1,25,0,0,0,0,0,0,0,0
BMW,X53,5,0,0,5,40,1,10,0,0,1,6,2,16,3,23,0,0,0,0,3,23,0,0,0,0,3,23,0,0,0,0,0,0
BMW,X6,53,39,7,14,1,2,0,5,0,4,0,1,0,5,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0
BMW,Z3,209,84,1,125,2,21,0,43,0,35,0,25,0,21,0,7,0,7,0,29,0,13,0,16,0,33,0,21,0,1,0,0,0
BMW,Z4,246,133,2,113,1,23,0,33,0,46,0,19,0,19,0,3,0,3,0,36,0,18,0,10,0,18,0,10,0,0,0,0,0
BRAMWITH,OTHER,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0,0,0
BRENCHLEY,OTHER,5,3,30,2,30,1,20,0,0,1,10,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
BRISTOL,BLENHEIM 2DR A,1,0,0,1,100,1,100,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C I,MOTORCARAVAN,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
CADILLAC,BLS,9,5,14,4,7,0,0,0,0,4,7,0,0,1,1,1,1,0,0,4,7,1,1,0,0,1,1,2,3,0,0,0,0
CADILLAC,CTS,3,1,11,2,22,0,0,1,11,1,11,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0
CADILLAC,OTHER,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARBODIES,FAIRWAY,5,4,33,1,6,1,6,1,6,1,6,1,6,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
CATERHAM,OTHER,1,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
CATERHAM,SUPER SEVEN,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0
CHEVROLET,AVEO,1311,646,0,665,0,92,0,295,0,225,0,64,0,173,0,43,0,72,0,204,0,33,0,68,0,112,0,32,0,5,0,2,0
CHEVROLET,CAMARO,5,0,0,5,40,3,30,1,20,1,5,2,10,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0
CHEVROLET,CAPTIVA,170,54,1,116,1,24,0,59,0,37,0,19,0,22,0,8,0,3,0,34,0,19,0,5,0,29,0,7,0,1,0,0,0
CHEVROLET,CRUZE,32,22,9,10,5,0,0,2,0,5,3,1,1,1,0,2,1,1,1,2,1,3,2,2,0,1,1,3,2,0,0,0,0
CHEVROLET,EPICA,98,38,2,60,3,5,0,29,1,25,1,8,0,13,0,8,0,1,0,22,1,5,0,4,0,15,0,7,0,0,0,0,0
CHEVROLET,KALOS,1358,511,0,847,0,227,0,336,0,225,0,116,0,195,0,51,0,252,0,192,0,43,0,87,0,189,0,70,0,2,0,0,0
CHEVROLET,KYRON,62,13,0,49,1,26,0,20,0,20,0,6,0,20,0,4,0,7,0,19,0,5,0,0,0,15,0,13,0,1,0,0,0
CHEVROLET,LACETTI,1190,391,0,799,0,125,0,310,0,189,0,209,0,218,0,146,0,112,0,104,0,115,0,135,0,295,0,54,0,8,0,0,0
CHEVROLET,MATIZ,332,151,0,181,0,31,0,60,0,33,0,31,0,72,0,20,0,43,0,33,0,10,0,9,0,52,0,8,0,1,0,0,0
CHEVROLET,NUBIRA,198,63,0,135,0,22,0,52,0,32,0,50,0,44,0,18,0,26,0,21,0,7,0,24,0,57,0,5,0,1,0,0,0
CHEVROLET,ORLANDO,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEVROLET,OTHER,16,4,21,12,46,6,16,7,26,2,9,2,5,3,11,1,6,0,0,2,9,1,6,3,14,4,17,1,6,0,0,0,0
CHEVROLET,REXTON,142,11,0,131,1,75,0,69,0,64,0,27,0,51,0,30,0,17,0,53,0,11,0,24,0,46,0,23,0,1,0,0,0
CHEVROLET,RODIUS,137,26,0,111,1,26,0,62,0,61,0,17,0,39,0,16,0,15,0,53,0,22,0,22,0,32,0,11,0,0,0,0,0
CHEVROLET,SPARK,34,25,8,9,2,5,1,3,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CHEVROLET,TACUMA,95,34,1,61,3,15,0,23,0,14,0,9,0,21,1,5,0,15,0,5,0,2,0,5,0,13,0,7,0,1,0,0,0
CHRYSLER,300C,223,68,1,155,2,40,0,69,0,57,0,20,0,32,0,5,0,2,0,65,1,1,0,7,0,83,0,7,0,9,0,0,0
CHRYSLER,CHEROKEE,1,0,0,1,100,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRYSLER,CROSSFIRE,15,6,5,9,8,1,0,4,3,4,4,0,0,6,4,0,0,0,0,1,1,3,2,2,2,0,0,0,0,0,0,0,0
CHRYSLER,DELTA,28,13,1,15,5,3,0,1,0,1,0,0,0,13,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CHRYSLER,GRAND VOYAGER,241,81,1,160,3,39,1,74,1,60,0,30,0,31,0,13,0,11,0,54,0,5,0,23,0,67,1,2,0,0,0,0,0
CHRYSLER,JEEP RANGE,138,56,4,82,8,43,5,43,3,19,1,18,1,16,1,5,0,12,1,13,0,3,0,8,1,26,3,9,0,1,0,0,0
CHRYSLER,NEON,13,6,22,7,16,2,4,1,2,2,5,4,8,2,4,0,0,1,1,1,1,0,0,0,0,4,7,1,2,0,0,0,0
CHRYSLER,OTHER,364,124,0,240,2,90,1,118,0,72,0,30,0,30,0,16,0,17,0,62,0,15,0,36,0,70,0,18,0,16,0,2,0
CHRYSLER,P.T. CRUISER,133,51,3,82,3,10,0,28,1,45,1,12,0,16,0,4,0,8,0,34,1,3,0,18,0,18,0,4,0,2,0,0,0
CHRYSLER,SEBRING,49,6,0,43,5,21,2,27,4,13,1,4,0,20,1,4,0,1,0,13,1,3,0,7,0,2,0,6,0,1,0,0,0
CHRYSLER,VOYAGER,444,110,0,334,2,57,0,158,1,104,0,83,0,71,0,20,0,33,0,93,0,14,0,47,0,150,1,22,0,0,0,1,0
CHRYSLER,WRANGLER,14,7,7,7,14,3,3,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,8,1,1,0,0,0,0,0,0
CHRYSLER,YPSILON,26,17,2,9,1,3,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
CHRYSLER JEEP,CHEROKEE 4.0 ORVIS 5DR AUTO,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRYSLER JEEP,GRAND CHEROKEE,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITROEN,2CV/DYANNE,28,9,8,19,16,9,8,6,4,9,6,0,0,1,1,3,1,9,6,10,7,2,1,3,1,3,2,3,2,0,0,0,0
CITROEN,2CV6 SPECIAL,24,8,10,16,18,7,10,8,10,6,4,3,1,3,1,5,2,4,5,5,4,2,2,4,3,4,2,0,0,0,0,0,0
CITROEN,AX,13,3,8,10,44,2,9,5,21,1,3,2,10,3,6,0,0,3,5,1,3,0,0,1,1,6,31,1,1,0,0,0,0
CITROEN,BERLINGO,1218,550,0,668,0,185,0,294,0,206,0,145,0,181,0,90,0,55,0,172,0,48,0,56,0,156,0,101,0,3,0,14,0
CITROEN,BX,12,3,12,9,37,1,4,0,0,4,13,1,4,0,0,1,2,4,15,4,13,1,2,1,4,3,16,1,4,1,2,0,0
CITROEN,C1,415,272,1,143,0,20,0,38,0,13,0,28,0,56,0,6,0,11,0,4,0,6,0,17,0,40,0,16,0,3,0,0,0
CITROEN,C2,640,283,0,357,0,57,0,145,0,168,0,27,0,94,0,21,0,23,0,72,0,42,0,40,0,44,0,24,0,5,0,1,0
CITROEN,C3,4575,2129,0,2446,0,391,0,1097,0,945,0,195,0,656,0,171,0,146,0,300,0,220,0,466,0,271,0,168,0,20,0,2,0
CITROEN,C3 PICASSO,121,83,3,38,1,11,0,17,0,10,0,6,0,6,0,2,0,1,0,7,0,3,0,3,0,1,0,9,0,0,0,0,0
CITROEN,C4,8723,4242,0,4481,0,936,0,2248,0,1061,0,434,0,1531,0,250,0,141,0,697,0,404,0,748,0,440,0,365,0,33,0,2,0
CITROEN,C4 PICASSO,9,9,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITROEN,C5,4318,1679,0,2639,0,459,0,1096,0,1228,0,309,0,694,0,324,0,91,0,933,0,332,0,438,0,484,0,215,0,27,0,0,0
CITROEN,C6,28,12,4,16,6,1,0,5,1,8,3,2,1,6,2,2,0,0,0,8,3,3,0,1,0,2,1,0,0,0,0,0,0
CITROEN,C8,190,63,1,127,2,34,0,47,0,56,0,17,0,48,0,30,0,4,0,45,0,12,0,5,0,36,0,10,0,2,0,0,0
CITROEN,C-CROSSER,44,20,1,24,5,5,1,8,1,17,4,5,2,1,0,2,0,2,1,16,3,4,1,1,0,4,1,0,0,0,0,0,0
CITROEN,CX,6,0,0,6,50,3,30,2,22,0,0,1,8,1,8,2,11,2,13,0,0,0,0,0,0,2,13,0,0,0,0,0,0
CITROEN,C-ZERO,3,2,22,1,11,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITROEN,DISPATCH,78,34,6,44,10,12,3,12,2,12,2,3,0,17,2,9,1,1,0,11,2,4,0,5,2,5,2,2,0,0,0,1,0
CITROEN,DS3,124,91,2,33,0,11,0,14,0,3,0,3,0,4,0,3,0,1,0,4,0,0,0,6,0,1,0,0,0,0,0,0,0
CITROEN,DS4,112,93,2,19,0,5,0,4,0,1,0,1,0,9,0,0,0,1,0,2,0,1,0,4,0,1,0,0,0,0,0,0,0
CITROEN,DS5,76,49,1,27,0,6,0,1,0,2,0,0,0,18,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0
CITROEN,GS/GSA,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0
CITROEN,NEMO,17,8,8,9,9,2,1,5,4,5,6,0,0,1,1,0,0,0,0,1,0,4,5,0,0,0,0,0,0,0,0,0,0
CITROEN,NEW C5,10,9,18,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITROEN,OTHER,690,241,1,449,1,107,0,217,0,167,0,53,0,130,0,35,0,38,0,118,0,43,0,53,0,69,0,27,0,2,0,0,0
CITROEN,PICASSO,685,244,0,441,0,99,0,212,0,187,0,45,0,128,0,62,0,24,0,147,0,24,0,40,0,55,0,50,0,2,0,0,0
CITROEN,RELAY,2,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
CITROEN,SAXO,874,253,0,621,0,171,0,269,0,221,0,99,0,132,0,147,0,110,0,164,0,20,0,75,0,217,0,173,0,9,0,0,0
CITROEN,SYNERGIE,24,4,3,20,21,4,3,8,6,10,9,7,6,3,6,6,4,5,4,12,11,2,1,3,3,8,7,3,2,0,0,0,0
CITROEN,VISA,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CITROEN,XANTIA,201,67,1,134,2,26,0,50,0,64,1,36,0,32,0,14,0,22,0,47,1,18,0,19,0,45,0,20,0,1,0,0,0
CITROEN,XM,14,2,10,12,46,5,25,4,16,6,23,2,7,1,7,0,0,4,13,4,13,2,7,2,5,2,7,1,3,0,0,0,0
CITROEN,XSARA,3027,1081,0,1946,0,478,0,833,0,723,0,327,0,562,0,305,0,175,0,594,0,98,0,239,0,359,0,346,0,15,0,2,0
CITROEN,XSARA PICASSO,305,112,0,193,1,18,0,97,0,56,0,13,0,71,0,38,0,13,0,46,0,5,0,21,0,17,0,26,0,2,0,0,0
CITROEN,ZX,35,12,7,23,12,10,6,8,6,2,1,4,4,7,2,5,2,7,5,1,0,3,1,1,0,9,4,3,0,1,0,0,0
DACIA,DUSTER,34,31,10,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
DACIA,LOGAN,25,21,14,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
DACIA,OTHER,38,28,7,10,3,2,0,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
DACIA,SANDERO,42,33,5,9,3,3,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0
DAEWOO,KALOS,1343,378,0,965,0,248,0,251,0,295,0,249,0,211,0,83,0,371,0,254,0,29,0,75,0,397,0,77,0,3,0,0,0
DAEWOO,LACETTI,130,49,1,81,0,16,0,21,0,11,0,35,0,14,0,6,0,18,0,4,0,6,0,6,0,40,0,7,0,1,0,0,0
DAEWOO,LANOS,834,255,0,579,0,182,0,224,0,182,0,205,0,152,0,42,0,132,0,133,0,51,0,35,0,235,0,65,0,4,0,0,0
DAEWOO,LEGANZA,4,0,0,4,75,1,25,0,0,2,50,1,12,0,0,0,0,0,0,1,25,1,25,0,0,2,25,0,0,0,0,0,0
DAEWOO,MATIZ,522,118,0,404,1,102,0,128,0,95,0,115,0,117,0,95,0,139,0,86,0,15,0,56,0,166,0,81,0,6,0,0,0
DAEWOO,MUSSO,2,1,25,1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAEWOO,NUBIRA,247,74,1,173,1,28,0,62,0,37,0,72,0,39,0,33,0,54,0,21,0,11,0,19,0,90,0,17,0,1,0,0,0
DAEWOO,OTHER,19,4,7,15,13,7,6,7,6,5,4,6,5,6,5,5,4,5,4,5,4,0,0,1,0,7,6,2,1,0,0,0,0
DAEWOO,REXTON,24,5,0,19,3,8,1,11,1,10,1,4,0,9,1,3,0,2,0,8,1,1,0,3,0,6,1,3,0,1,0,0,0
DAEWOO,TACUMA,53,18,1,35,5,7,0,10,1,9,2,18,3,6,2,0,0,8,1,4,0,3,0,3,0,20,4,5,0,0,0,0,0
DAIHATSU,ATRAI,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,BOON,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,CHARADE,284,146,2,138,3,27,0,40,1,25,1,16,0,41,0,30,0,19,0,20,0,10,0,14,0,24,1,29,0,2,0,0,0
DAIHATSU,CHARMANT,3,2,22,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,1,11,0,0,0,0,0,0
DAIHATSU,COPEN,27,16,15,11,10,2,0,2,0,1,0,2,0,0,0,1,0,5,6,0,0,1,0,0,0,2,0,3,2,0,0,0,0
DAIHATSU,CUORE,193,59,0,134,1,22,0,32,0,31,0,16,0,28,0,42,0,52,0,31,0,4,0,4,0,28,0,30,0,0,0,0,0
DAIHATSU,DOMINO,5,4,60,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0
DAIHATSU,MIRA,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIHATSU,OTHER,95,35,5,60,10,26,5,21,4,4,0,7,1,8,0,7,1,18,2,1,0,6,0,8,1,11,2,21,3,0,0,0,0
DAIHATSU,SIRION,643,346,1,297,0,58,0,97,0,47,0,45,0,73,0,48,0,64,0,25,0,4,0,28,0,62,0,80,0,6,0,0,0
DAIHATSU,TERIOS,1484,743,0,741,0,181,0,268,0,136,0,91,0,113,0,110,0,259,0,126,0,31,0,28,0,116,0,183,0,3,0,4,0
DAIHATSU,YRV,16,7,10,9,7,2,2,3,3,2,2,1,0,4,3,3,1,4,2,3,3,2,1,0,0,1,0,1,0,0,0,0,0
DAIMLER,OTHER,52,22,18,30,25,6,5,12,9,7,6,2,0,9,8,2,1,9,11,4,5,2,1,3,3,7,5,5,4,3,4,0,0
DATSUN,OTHER,3,1,33,2,66,0,0,1,33,1,33,0,0,1,33,0,0,1,33,0,0,0,0,1,33,0,0,0,0,0,0,0,0
DE LOREAN,OTHER,7,6,28,1,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENNIS,OTHER,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
DODGE,AVENGER,11,0,0,11,27,6,18,5,9,4,15,2,5,2,5,0,0,0,0,4,15,0,0,2,2,3,6,2,5,0,0,0,0
DODGE,CALIBER,124,38,1,86,3,13,0,44,1,59,1,9,0,21,0,4,0,4,0,56,1,13,1,9,0,12,0,6,0,1,0,0,0
